CarCode,shiftlimit,revlimit,torquevol,torquepoint,torqueA,torqueB,torqueC,torqueD,torqueE,torqueF,torqueG,torqueH,torqueI,torqueJ,torqueK,torqueL,torqueM,torqueN,torqueO,torqueP,torqueQ,torqueR,torqueS,torqueT,torqueU,torqueV,torqueW,torqueX,rpmA,rpmB,rpmC,rpmD,rpmE,rpmF,rpmG,rpmH,rpmI,rpmJ,rpmK,rpmL,rpmM,rpmN,rpmO,rpmP,rpmQ,rpmR,rpmS,rpmT,rpmU,rpmV,rpmW,rpmX
3224,7300.0,7500.0,100.0,15.0,35.3,39.55,46.6,51.0,58.1,63.7,67.41,71.1,73.0,72.6,71.31,68.7,63.7,56.3,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,7300.0,7500.0,100.0,14.0,35.29,39.54,46.6,51.0,58.1,63.7,67.41,71.09,73.0,72.59,71.31,68.7,63.7,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,7500.0,8000.0,100.0,15.0,33.11,42.19,50.33,56.85,61.64,64.37,66.0,66.4,66.63,66.6,66.2,65.13,63.4,54.99,35.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,6800.0,7000.0,100.0,14.0,37.35,42.06,49.53,63.18,69.54,70.0,70.0,70.0,70.0,70.0,69.3,66.16,60.4,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,6800.0,7000.0,100.0,15.0,33.7,43.7,60.4,67.5,70.5,71.79,71.9,72.0,71.7,65.7,60.3,55.6,51.5,46.6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3493,7600.0,7800.0,100.0,15.0,21.84,25.01,28.15,31.78,34.74,37.57,40.53,42.82,45.53,49.06,53.09,55.0,54.8,54.4,48.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,8200.0,8500.0,100.0,16.0,27.18,28.96,30.87,32.77,35.72,39.0,42.94,46.24,49.16,53.1,55.89,56.59,54.81,52.46,49.26,42.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,7700.0,8000.0,100.0,15.0,27.13,31.5,37.43,45.49,53.54,56.1,56.08,55.86,55.61,55.44,55.2,54.88,53.29,50.5,44.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3311,8500.0,9000.0,100.0,17.0,24.92,29.33,32.45,34.1,35.01,35.93,37.64,40.62,45.88,48.55,49.85,49.78,49.67,48.9,46.3,43.5,40.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,6800.0,7500.0,100.0,14.0,30.82,40.95,50.76,55.76,57.1,56.67,58.71,61.95,63.9,62.54,62.54,59.77,55.4,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3474,7200.0,8000.0,100.0,15.0,23.23,31.4,39.61,47.57,55.82,62.45,66.81,67.8,66.44,62.1,57.08,53.4,49.55,44.7,38.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,8000.0,8500.0,100.0,16.0,27.33,32.7,40.9,49.41,58.29,61.59,62.9,63.18,62.97,62.66,62.09,61.44,60.44,57.3,51.31,39.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3508,11700.0,12000.0,100.0,23.0,9.0,12.45,16.0,19.68,23.0,26.37,29.91,33.0,37.0,40.0,43.0,46.0,49.0,50.0,50.0,48.0,46.0,44.0,42.0,39.0,35.17,31.13,27.04,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10500.0,11000.0,11500.0,12000.0,0.0
1470,7200.0,7500.0,100.0,14.0,32.7,42.25,47.86,50.8,61.2,64.6,65.49,65.59,64.72,62.21,58.22,54.9,51.09,43.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,7500.0,8000.0,100.0,16.0,33.84,36.74,40.37,44.34,48.0,51.54,57.19,62.71,67.15,69.91,71.19,66.0,61.36,54.1,46.63,39.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,9700.0,10500.0,100.0,20.0,25.83,28.02,30.03,31.87,33.7,35.78,37.96,40.92,44.68,47.97,47.97,47.92,47.72,47.39,46.69,45.51,43.91,41.61,35.23,27.28,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10500.0,0.0,0.0,0.0,0.0
3305,8800.0,9000.0,100.0,17.0,27.26,28.93,32.33,36.21,40.24,44.75,48.0,51.48,53.77,56.61,59.15,60.43,59.39,56.61,53.63,50.57,43.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,7000.0,7500.0,100.0,14.0,30.23,33.38,39.39,48.64,58.56,65.23,67.62,67.86,66.65,65.24,64.24,61.7,46.24,28.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,12000.0,12500.0,100.0,16.0,18.25,21.46,24.27,26.66,28.9,30.0,30.0,29.69,29.33,28.78,28.1,27.55,27.14,26.15,21.26,17.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,7000.0,7500.0,100.0,14.0,23.74,25.51,27.88,30.79,33.66,35.4,36.11,36.37,36.37,35.64,34.51,32.9,30.7,28.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,7200.0,7500.0,100.0,14.0,29.58,32.33,36.06,38.96,41.47,44.22,46.81,49.1,50.0,48.34,46.28,44.0,41.5,33.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3298,6800.0,7000.0,100.0,13.0,27.05,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.2,39.73,39.19,37.5,30.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,7600.0,8000.0,100.0,15.0,26.98,41.56,52.08,52.08,52.08,52.08,52.08,52.08,52.08,52.08,47.69,43.98,40.83,38.1,30.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,6600.0,7000.0,100.0,13.0,33.44,40.09,51.31,56.08,56.08,56.08,56.08,56.08,56.08,56.08,52.53,44.05,35.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,6500.0,7000.0,100.0,13.0,32.72,39.24,45.76,51.14,54.97,57.09,57.86,58.0,56.64,54.08,50.16,43.89,36.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3248,9000.0,9500.0,100.0,18.0,18.38,21.42,24.82,27.4,29.39,31.61,34.78,36.55,37.55,38.05,38.92,39.22,38.76,37.82,35.74,33.74,31.2,27.54,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0
3249,6300.0,7000.0,100.0,13.0,27.79,33.99,39.89,44.35,47.36,49.79,52.24,54.3,55.73,54.42,51.82,47.98,33.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263,9000.0,9200.0,100.0,18.0,21.04,22.64,24.24,26.07,27.89,29.66,31.48,32.96,34.39,35.96,36.7,36.07,34.69,33.95,33.16,31.83,30.3,25.13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,7000.0,7500.0,100.0,14.0,25.86,31.37,36.11,40.93,45.32,48.08,50.13,51.19,50.78,49.33,47.5,44.29,37.87,29.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3501,6700.0,7000.0,100.0,13.0,20.78,33.88,47.39,53.79,53.79,53.79,53.79,53.79,53.6,52.94,50.01,46.3,42.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3251,7500.0,8000.0,100.0,15.0,23.78,31.99,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.28,44.11,40.95,38.19,34.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,7500.0,8000.0,100.0,15.0,19.62,22.96,25.89,28.43,31.81,35.16,37.94,40.16,41.69,41.98,41.65,41.14,39.94,36.09,29.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3252,6800.0,7000.0,100.0,13.0,31.96,43.34,47.73,49.59,50.8,51.14,50.74,49.77,48.71,47.79,46.89,44.72,36.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3253,8500.0,9000.0,100.0,17.0,22.52,25.38,28.25,30.91,33.7,35.25,36.2,37.04,37.71,38.11,38.43,38.46,38.01,37.47,36.75,34.59,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,7300.0,7500.0,100.0,14.0,35.15,37.29,39.88,40.77,42.08,43.6,46.44,47.95,48.17,48.17,46.8,44.97,43.53,37.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,7000.0,7500.0,100.0,14.0,28.19,31.51,35.26,38.36,40.06,41.87,42.8,43.77,43.37,42.42,42.04,41.71,40.89,35.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,8500.0,9000.0,100.0,17.0,22.86,25.52,28.4,31.06,33.72,35.8,37.77,39.9,41.45,42.97,43.18,42.36,40.6,38.75,34.1,29.3,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3192,7200.0,7500.0,100.0,14.0,25.1,32.95,38.8,42.4,45.15,46.85,47.6,48.3,48.75,47.95,46.75,45.57,43.51,35.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3258,7000.0,7500.0,100.0,15.0,24.73,27.03,30.13,35.0,40.82,45.84,47.21,47.14,46.78,46.02,44.82,43.12,40.49,35.1,26.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,6800.0,7000.0,100.0,13.0,35.87,39.74,43.98,47.51,49.63,51.0,51.0,51.0,51.0,51.0,51.0,47.97,41.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3477,8000.0,8500.0,100.0,16.0,23.55,26.62,30.98,33.66,34.94,35.2,35.33,35.46,35.71,35.58,35.71,35.46,35.84,33.41,30.59,27.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2800.0,3200.0,3600.0,4000.0,4400.0,4800.0,5200.0,5600.0,6000.0,6400.0,6800.0,7200.0,7600.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259,7200.0,7500.0,100.0,14.0,22.52,26.76,32.53,38.28,40.04,39.81,39.51,39.05,38.71,38.32,37.52,36.89,35.82,29.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,7800.0,8000.0,100.0,15.0,27.33,28.8,29.83,30.97,32.54,35.14,38.72,41.81,42.9,42.9,42.9,41.33,38.88,36.8,33.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,6700.0,7000.0,100.0,13.0,19.14,25.38,30.48,38.38,43.09,45.09,46.12,45.55,45.15,44.46,42.18,39.13,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,7500.0,8000.0,100.0,15.0,27.0,29.95,32.71,34.6,36.86,38.01,39.16,39.77,39.8,39.25,38.24,37.41,36.35,34.9,29.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3261,7700.0,8000.0,100.0,15.0,25.35,31.07,35.55,41.27,45.69,49.03,48.79,47.95,46.7,45.21,43.18,41.33,39.24,36.3,27.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,7300.0,7500.0,100.0,14.0,20.05,25.89,31.4,36.73,42.08,44.26,44.84,45.0,43.62,42.16,40.42,38.6,31.48,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399,6200.0,6500.0,100.0,13.0,30.52,50.24,58.12,59.95,59.95,59.95,59.95,59.78,56.91,52.04,47.72,43.32,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,7500.0,8000.0,100.0,15.0,24.87,26.72,28.78,30.43,32.18,33.83,34.86,36.04,36.74,37.21,37.67,37.83,37.29,33.49,27.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3231,7500.0,8000.0,100.0,15.0,20.25,24.0,27.77,30.76,35.79,39.79,40.4,40.33,40.06,39.66,39.35,38.59,37.3,33.34,27.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,8200.0,8500.0,100.0,16.0,25.24,28.29,32.14,35.73,40.31,44.56,48.95,55.32,59.04,60.2,59.84,59.31,58.31,56.72,53.5,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,7700.0,8000.0,100.0,15.0,30.78,34.2,38.74,44.63,50.59,55.36,58.78,59.1,58.15,57.43,56.64,56.13,55.2,52.15,44.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,7500.0,8000.0,100.0,15.0,30.6,33.27,35.72,38.32,40.2,43.23,47.27,51.24,54.05,56.36,58.2,58.0,57.0,46.91,35.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,7700.0,8000.0,100.0,15.0,28.19,35.9,45.26,55.07,58.42,57.83,57.23,57.03,56.77,56.5,56.12,55.51,55.25,54.0,44.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,8200.0,8500.0,100.0,16.0,23.42,26.08,28.03,29.63,31.43,34.23,37.39,40.59,43.14,45.31,47.09,47.37,47.05,46.45,45.4,39.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3230,7500.0,8000.0,100.0,15.0,33.11,36.19,40.33,46.85,54.64,61.37,63.2,63.1,62.63,61.6,60.0,57.73,54.2,46.99,35.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,6800.0,7000.0,100.0,14.0,37.35,43.06,52.53,59.18,62.74,64.5,64.5,64.5,64.5,64.5,64.5,60.66,55.6,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,8300.0,8500.0,100.0,16.0,16.51,20.46,24.51,27.91,31.67,35.0,40.49,44.1,48.2,50.0,47.9,45.9,44.8,43.0,40.8,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,7700.0,8000.0,100.0,15.0,27.13,31.5,37.43,45.49,53.54,56.0,55.68,55.26,54.61,54.14,53.6,52.48,51.59,50.1,41.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3232,8000.0,8500.0,100.0,16.0,27.33,32.7,38.9,47.41,58.29,60.59,60.8,61.08,60.87,60.06,57.79,55.64,53.34,50.6,45.11,38.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
